"Isolate_Id","Subtype","Submitting_Lab","Originating_Lab"
"EPI_ISL_377602","B/Yamagata","Centers for Disease Control and Prevention","Ministry of Health Bahrain"
"EPI_ISL_362437","B/Yamagata","Centers for Disease Control and Prevention","Central Public Health Laboratory, Ministry of Health"
"EPI_ISL_362485","B/Yamagata","Centers for Disease Control and Prevention","Central Public Health Laboratory, Ministry of Health"
"EPI_ISL_389243","B/Yamagata","Crick Worldwide Influenza Centre","Central Public Health Laboratory, Ministry of Health"
"EPI_ISL_341346","B/Yamagata","Ministry of Health Turkey","Refik Saydam National Public Health Agency"
"EPI_ISL_377607","B/Yamagata","Centers for Disease Control and Prevention","Rafic Hariri University Hospital 4th floor DNA/Research Lab"
"EPI_ISL_959694","B/Yamagata","Crick Worldwide Influenza Centre","National Influenza Centre-Tunis, Unit Virology, Microbiology Laboratory, Charles Nicolle's Hospital"
"EPI_ISL_732299","B/Yamagata","Crick Worldwide Influenza Centre","National Influenza Centre-Tunis, Unit Virology, Microbiology Laboratory, Charles Nicolle's Hospital"
"EPI_ISL_959686","B/Yamagata","Crick Worldwide Influenza Centre","National Influenza Centre-Tunis, Unit Virology, Microbiology Laboratory, Charles Nicolle's Hospital"
"EPI_ISL_409848","B/Yamagata","Crick Worldwide Influenza Centre","National Influenza Centre-Tunis, Unit Virology, Microbiology Laboratory, Charles Nicolle's Hospital"
"EPI_ISL_732298","B/Yamagata","Crick Worldwide Influenza Centre","National Influenza Centre-Tunis, Unit Virology, Microbiology Laboratory, Charles Nicolle's Hospital"
"EPI_ISL_412018","B/Yamagata","Institut Pasteur","Institut Pasteur"
"EPI_ISL_534198","B/Yamagata","CNR Virus des Infections Respiratoires - France SUD","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_406464","B/Yamagata","Norwegian Institute of Public Health","Stavanger Universitetssykehus, Avd. for Medisinsk Mikrobiologi"
"EPI_ISL_684057","B/Yamagata","CNR Virus des Infections Respiratoires - France SUD","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_464111","B/Yamagata","Virology Laboratory & Vaccine Research Area, FISABIO - Public Health, Center of Public Health Research (CSISP), Gen. Valenciana","Virology Laboratory, FISABIO - Public Health, Generalitat Valenciana"
"EPI_ISL_515500","B/Yamagata","Institut Pasteur","Institut Pasteur"
"EPI_ISL_515480","B/Yamagata","Institut Pasteur","Institut Pasteur"
"EPI_ISL_409843","B/Yamagata","Crick Worldwide Influenza Centre","WHO National Influenza Centre"
"EPI_ISL_415067","B/Yamagata","U.S. Air Force School of Aerospace Medicine","U.S. Air Force School of Aerospace Medicine"
"EPI_ISL_527322","B/Yamagata","Crick Worldwide Influenza Centre","WHO National Influenza Centre"
"EPI_ISL_410418","B/Yamagata","CNR Virus des Infections Respiratoires - France SUD","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_406423","B/Yamagata","Norwegian Institute of Public Health","Oslo University Hospital, Ulleval Hospital, Dept. of Microbiology"
"EPI_ISL_406443","B/Yamagata","Norwegian Institute of Public Health","Innlandet Hospital Trust, Division Lillehammer, Department for Microbiology"
"EPI_ISL_515483","B/Yamagata","Institut Pasteur","Institut Pasteur"
"EPI_ISL_416052","B/Yamagata","Crick Worldwide Influenza Centre","Robert Koch Institute Nationales Referenzzentrum für Influenza"
"EPI_ISL_406442","B/Yamagata","Norwegian Institute of Public Health","Oslo University Hospital, Ulleval Hospital, Dept. of Microbiology"
"EPI_ISL_684056","B/Yamagata","CNR Virus des Infections Respiratoires - France SUD","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_486922","B/Yamagata","Norwegian Institute of Public Health","Health Forde, Department of Microbiology"
"EPI_ISL_412322","B/Yamagata","Centers for Disease Control and Prevention","Iowa State Hygienic Laboratory"
"EPI_ISL_409245","B/Yamagata","Centers for Disease Control and Prevention","Delaware Public Health Lab"
"EPI_ISL_2246189","B/Yamagata","Centers for Disease Control and Prevention","Vanderbilt University Medical Center"
"EPI_ISL_2258057","B/Yamagata","Centers for Disease Control and Prevention","Marshfield Clinic Research Foundation"
"EPI_ISL_412372","B/Yamagata","Centers for Disease Control and Prevention","Utah Department of Health"
"EPI_ISL_415996","B/Yamagata","Centers for Disease Control and Prevention","California Department of Health Services"
"EPI_ISL_409295","B/Yamagata","Centers for Disease Control and Prevention","Wisconsin State Laboratory of Hygiene"
"EPI_ISL_435333","B/Yamagata","Centers for Disease Control and Prevention","Connecticut Department. of Public Health"
"EPI_ISL_421058","B/Yamagata","Centers for Disease Control and Prevention","Minnesota Department of Health"
"EPI_ISL_428239","B/Yamagata","Centers for Disease Control and Prevention","Maryland Department of Health and Mental Hygiene"
"EPI_ISL_414246","B/Yamagata","U.S. Air Force School of Aerospace Medicine","U.S. Air Force School of Aerospace Medicine"
"EPI_ISL_413820","B/Yamagata","Centers for Disease Control and Prevention","Maryland Department of Health and Mental Hygiene"
"EPI_ISL_410862","B/Yamagata","Centers for Disease Control and Prevention","Florida Department of Health-Jacksonville"
"EPI_ISL_410906","B/Yamagata","Centers for Disease Control and Prevention","Virginia Division of Consolidated Laboratories"
"EPI_ISL_430780","B/Yamagata","Centers for Disease Control and Prevention","Arizona Department of Health Services"
"EPI_ISL_2308163","B/Yamagata","Centers for Disease Control and Prevention","Marshfield Clinic Research Foundation"
"EPI_ISL_410863","B/Yamagata","Centers for Disease Control and Prevention","Florida Department of Health-Jacksonville"
"EPI_ISL_409616","B/Yamagata","Centers for Disease Control and Prevention","Washington State Public Health Laboratory"
"EPI_ISL_476798","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Alfred Hospital"
"EPI_ISL_497922","B/Yamagata","WHO National Influenza Centre Russian Federation","Research Institute of Experimental and Clinical Medicine"
"EPI_ISL_471395","B/Yamagata","WHO National Influenza Centre Russian Federation","Research Institute of Influenza, Ministry of Healthcare of the Russian Federation"
"EPI_ISL_477380","B/Yamagata","Crick Worldwide Influenza Centre","WHO National Influenza Centre Russian Federation"
"EPI_ISL_471649","B/Yamagata","Centers for Disease Control and Prevention","Russian Academy of Medical Sciences"
"EPI_ISL_499068","B/Yamagata","Centers for Disease Control and Prevention","Instituto de Salud Publica de Chile"
"EPI_ISL_499074","B/Yamagata","Centers for Disease Control and Prevention","Instituto de Salud Publica de Chile"
"EPI_ISL_1647058","B/Yamagata","Centers for Disease Control and Prevention","Instituto de Salud Publica de Chile"
"EPI_ISL_499072","B/Yamagata","Centers for Disease Control and Prevention","Instituto de Salud Publica de Chile"
"EPI_ISL_364228","B/Yamagata","Centers for Disease Control and Prevention","State of Hawaii Department of Health"
"EPI_ISL_386990","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_386899","B/Yamagata","Centers for Disease Control and Prevention","West Virginia Office of Laboratory Services"
"EPI_ISL_415905","B/Yamagata","Centers for Disease Control and Prevention","National Public Health Laboratory"
"EPI_ISL_398509","B/Yamagata","Centers for Disease Control and Prevention","Wisconsin State Laboratory of Hygiene"
"EPI_ISL_404726","B/Yamagata","Centers for Disease Control and Prevention","Instituto de Salud Publica de Chile"
"EPI_ISL_410859","B/Yamagata","Centers for Disease Control and Prevention","Maine Health and Environmental Testing Laboratory"
"EPI_ISL_2259768","B/Yamagata","Centers for Disease Control and Prevention","Marshfield Clinic Research Foundation"
"EPI_ISL_413818","B/Yamagata","Centers for Disease Control and Prevention","Connecticut Department. of Public Health"
"EPI_ISL_415885","B/Yamagata","Centers for Disease Control and Prevention","New York State Department of Health"
"EPI_ISL_242910","B/Yamagata","Public Health Agency of Sweden",NA
"EPI_ISL_268538","B/Yamagata","National Institute of Infectious Diseases (NIID)","National Center for Laboratory and Epidemiology"
"EPI_ISL_248996","B/Yamagata","Centers for Disease Control and Prevention","Houston Department of Health and Human Services"
"EPI_ISL_248682","B/Yamagata","Crick Worldwide Influenza Centre","Government Virus Unit"
"EPI_ISL_268539","B/Yamagata","National Institute of Infectious Diseases (NIID)","National Center for Laboratory and Epidemiology"
"EPI_ISL_296614","B/Yamagata","Centers for Disease Control and Prevention","Institute of Epidemiology and Infectious Diseases AMS of Ukraine"
"EPI_ISL_247684","B/Yamagata","Centers for Disease Control and Prevention","Kentucky Division of Laboratory Services"
"EPI_ISL_270583","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_253173","B/Yamagata","National Institute of Infectious Diseases (NIID)","Mie Prefecture Health and Environment Research Institute"
"EPI_ISL_255789","B/Yamagata","Centers for Disease Control and Prevention","State of Hawaii Department of Health"
"EPI_ISL_272624","B/Yamagata","Centers for Disease Control and Prevention","INSPI"
"CY243991.1","B/Yamagata","United States Air Force, USAFSAM/PHE",NA
"EPI_ISL_252887","B/Yamagata","Robert Koch Institute Nationales Referenzzentrum für Influenza",NA
"EPI_ISL_263577","B/Yamagata","Medical University Vienna","Department of Virology, Medical University Vienna"
"EPI_ISL_266259","B/Yamagata","National Institute of Infectious Diseases (NIID)","Shizuoka City Institute of Environmental Sciences and Public Health"
"EPI_ISL_249867","B/Yamagata","Centers for Disease Control and Prevention","Delaware Public Health Lab"
"MH216574.1","B/Yamagata","BC Centre for Disease Control, Clinical Trials Unit",NA
"EPI_ISL_276502","B/Yamagata","Centers for Disease Control and Prevention","National Influenza Center"
"EPI_ISL_294993","B/Yamagata","Crick Worldwide Influenza Centre","Rafic Hariri University Hospital 4th floor DNA/Research Lab"
"MK817660.1","B/Yamagata","American University of Beirut, Experimental Pathology, Immunology and Microbiology",NA
"EPI_ISL_270590","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_262006","B/Yamagata","Scientific Institute of Public Health (WIV-ISP)","Scientific Institute of Public Health (WIV-ISP)"
"EPI_ISL_266266","B/Yamagata","National Institute of Infectious Diseases (NIID)","Saitama City Institute of Health  Science and Research"
"EPI_ISL_266268","B/Yamagata","National Institute of Infectious Diseases (NIID)","Kitakyusyu City Institute of Enviromental Sciences"
"EPI_ISL_265963","B/Yamagata","Public Health Agency of Canada (PHAC)",NA
"EPI_ISL_252763","B/Yamagata","Centers for Disease Control and Prevention","Seattle & King County Public Health Lab"
"EPI_ISL_261890","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Queensland Health Forensic and Scientific Services"
"EPI_ISL_295025","B/Yamagata","Crick Worldwide Influenza Centre","Rafic Hariri University Hospital 4th floor DNA/Research Lab"
"EPI_ISL_277262","B/Yamagata","Centers for Disease Control and Prevention","Institute National D'Hygiene"
"EPI_ISL_270913","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_268031","B/Yamagata","Crick Worldwide Influenza Centre","Institute of Public Health"
"EPI_ISL_266262","B/Yamagata","National Institute of Infectious Diseases (NIID)","Kochi Public Health and Sanitation Institute"
"MH216582.1","B/Yamagata","BC Centre for Disease Control, Clinical Trials Unit",NA
"EPI_ISL_255248","B/Yamagata","Centers for Disease Control and Prevention","Wyoming Public Health Laboratory"
"EPI_ISL_270701","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_335080","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_255474","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"MK817663.1","B/Yamagata","American University of Beirut, Experimental Pathology, Immunology and Microbiology",NA
"EPI_ISL_287043","B/Yamagata","Crick Worldwide Influenza Centre","Centre de Recherche Medicale et Sanitaire (CERMES)"
"EPI_ISL_268028","B/Yamagata","Crick Worldwide Influenza Centre","WHO National Influenza Centre"
"EPI_ISL_255663","B/Yamagata","National Institute for Public Health and the Environment (RIVM)","National Institute for Public Health and the Environment (RIVM)"
"EPI_ISL_253637","B/Yamagata","Robert Koch Institute Nationales Referenzzentrum für Influenza",NA
"EPI_ISL_258043","B/Yamagata","Robert Koch Institute Nationales Referenzzentrum für Influenza",NA
"EPI_ISL_266271","B/Yamagata","National Institute of Infectious Diseases (NIID)","Hyogo Prefectural Institute of Public Health and Consumer Sciences"
"EPI_ISL_266264","B/Yamagata","National Institute of Infectious Diseases (NIID)","Gifu Prefectural Institute of Health and Environmental Sciences"
"EPI_ISL_268535","B/Yamagata","National Institute of Infectious Diseases (NIID)","Kobe Institute of Health"
"EPI_ISL_258187","B/Yamagata","Centers for Disease Control and Prevention","Florida Department of Health-Jacksonville"
"EPI_ISL_256859","B/Yamagata","Centers for Disease Control and Prevention","North Carolina State Laboratory of Public Health"
"EPI_ISL_267464","B/Yamagata","Centers for Disease Control and Prevention","Utah Department of Health"
"MH216586.1","B/Yamagata","BC Centre for Disease Control, Clinical Trials Unit",NA
"CY244194.1","B/Yamagata","United States Air Force, USAFSAM/PHE",NA
"EPI_ISL_276505","B/Yamagata","Centers for Disease Control and Prevention","National Influenza Center"
"EPI_ISL_275402","B/Yamagata","Evandro Chagas Institute","Evandro Chagas Institute"
"EPI_ISL_275401","B/Yamagata","Evandro Chagas Institute","Evandro Chagas Institute"
"EPI_ISL_270596","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_261943","B/Yamagata","Public Health Agency of Sweden",NA
"EPI_ISL_269499","B/Yamagata","National Institute of Infectious Diseases (NIID)","Gunma Prefectural Institute of Public Health and Environmental Sciences"
"OQ844242.1","B/Yamagata","CEIRR Influenza Data Processing and Communication Center (iDPCC), iDPCC",NA
"CY244311.1","B/Yamagata","United States Air Force, USAFSAM/PHE",NA
"EPI_ISL_256866","B/Yamagata","Centers for Disease Control and Prevention","North Dakota Department of Health"
"CY244368.1","B/Yamagata","United States Air Force, USAFSAM/PHE",NA
"EPI_ISL_282252","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Royal Darwin Hospital"
"EPI_ISL_269285","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Clinical Virology Unit, CDIM"
"EPI_ISL_266304","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_266302","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_259606","B/Yamagata","Norwegian Institute of Public Health","Mikrobiologisk laboratorium, Sykehuset i Vestfold"
"EPI_ISL_261666","B/Yamagata","Public Health Agency of Sweden",NA
"EPI_ISL_266269","B/Yamagata","National Institute of Infectious Diseases (NIID)","Fukui Prefectural Institute of Public Health"
"EPI_ISL_259455","B/Yamagata","Centers for Disease Control and Prevention","Vermont Department of Health Laboratory"
"CY244370.1","B/Yamagata","United States Air Force, USAFSAM/PHE",NA
"EPI_ISL_276446","B/Yamagata","Centers for Disease Control and Prevention","Instituto Nacional de Enfermedades Infecciosas"
"EPI_ISL_275398","B/Yamagata","Evandro Chagas Institute","Evandro Chagas Institute"
"EPI_ISL_267611","B/Yamagata","Centers for Disease Control and Prevention","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_275423","B/Yamagata","Evandro Chagas Institute","Evandro Chagas Institute"
"EPI_ISL_270706","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_348587","B/Yamagata","Centers for Disease Control, R.O.C. (Taiwan)","Centers for Disease Control, R.O.C. (Taiwan)"
"EPI_ISL_270705","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_270703","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_269677","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_269667","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_289628","B/Yamagata","Centers for Disease Control and Prevention","Ministry of Health, NIHRD"
"MK817672.1","B/Yamagata","American University of Beirut, Experimental Pathology, Immunology and Microbiology",NA
"EPI_ISL_258052","B/Yamagata","Robert Koch Institute Nationales Referenzzentrum für Influenza",NA
"EPI_ISL_258047","B/Yamagata","Robert Koch Institute Nationales Referenzzentrum für Influenza",NA
"EPI_ISL_270601","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_270603","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_258250","B/Yamagata","National Institute for Public Health and the Environment (RIVM)","National Institute for Public Health and the Environment (RIVM)"
"EPI_ISL_276925","B/Yamagata","National Institute of Infectious Diseases (NIID)","Kagoshima Prefectural Institute for Environmental Research and Public Health"
"EPI_ISL_268529","B/Yamagata","National Institute of Infectious Diseases (NIID)","Aichi Prefectural Institute of Public Health"
"EPI_ISL_266261","B/Yamagata","National Institute of Infectious Diseases (NIID)","Saitama Institute of Public Health"
"EPI_ISL_268531","B/Yamagata","National Institute of Infectious Diseases (NIID)","Yokosuka Institute of Public Health"
"EPI_ISL_259380","B/Yamagata","Centers for Disease Control and Prevention","State of Hawaii Department of Health"
"CY244313.1","B/Yamagata","United States Air Force, USAFSAM/PHE",NA
"EPI_ISL_259466","B/Yamagata","Centers for Disease Control and Prevention","Maine Health and Environmental Testing Laboratory"
"EPI_ISL_262820","B/Yamagata","Centers for Disease Control and Prevention","Connecticut Department. of Public Health"
"MH216603.1","B/Yamagata","BC Centre for Disease Control, Clinical Trials Unit",NA
"EPI_ISL_262825","B/Yamagata","Centers for Disease Control and Prevention","Florida Department of Health-Tampa"
"EPI_ISL_261793","B/Yamagata","Centers for Disease Control and Prevention","University of Michigan SPH EPID"
"EPI_ISL_282265","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","National Centre for Scientific Services for Virology  and Vector Borne Diseases"
"EPI_ISL_272620","B/Yamagata","Centers for Disease Control and Prevention","INSPI"
"EPI_ISL_266648","B/Yamagata","Centers for Disease Control and Prevention","Instituto de Salud Publica de Chile"
"EPI_ISL_276507","B/Yamagata","Centers for Disease Control and Prevention","National Influenza Center"
"EPI_ISL_266641","B/Yamagata","Centers for Disease Control and Prevention","Instituto de Salud Publica de Chile"
"EPI_ISL_274961","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","WHO National Influenza Centre, National Institute of Medical Research (NIMR)"
"EPI_ISL_258933","B/Yamagata","Robert Koch Institute Nationales Referenzzentrum für Influenza",NA
"EPI_ISL_259613","B/Yamagata","Norwegian Institute of Public Health","Stavanger Universitetssykehus, Avd. for Medisinsk Mikrobiologi"
"EPI_ISL_259615","B/Yamagata","Norwegian Institute of Public Health","Stavanger Universitetssykehus, Avd. for Medisinsk Mikrobiologi"
"EPI_ISL_266996","B/Yamagata","Crick Worldwide Influenza Centre","Laboratory for Virology, National Institute of Public Health"
"EPI_ISL_266985","B/Yamagata","Crick Worldwide Influenza Centre","Lithuanian AIDS Center Laboratory"
"EPI_ISL_275476","B/Yamagata","Crick Worldwide Influenza Centre","Robert Koch Institute Nationales Referenzzentrum für Influenza"
"EPI_ISL_266990","B/Yamagata","Crick Worldwide Influenza Centre","Lithuanian AIDS Center Laboratory"
"EPI_ISL_286796","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_258932","B/Yamagata","Robert Koch Institute Nationales Referenzzentrum für Influenza",NA
"EPI_ISL_269554","B/Yamagata","Crick Worldwide Influenza Centre","National Public Health Institute of Slovakia"
"EPI_ISL_281378","B/Yamagata","National Institute of Infectious Diseases (NIID)","National Institute of Infectious Diseases (NIID)"
"MH216650.1","B/Yamagata","BC Centre for Disease Control, Clinical Trials Unit",NA
"EPI_ISL_262783","B/Yamagata","Centers for Disease Control and Prevention","Maryland Department of Health and Mental Hygiene"
"MH216649.1","B/Yamagata","BC Centre for Disease Control, Clinical Trials Unit",NA
"EPI_ISL_259373","B/Yamagata","Centers for Disease Control and Prevention","Colorado Department of Health Lab"
"EPI_ISL_262839","B/Yamagata","Centers for Disease Control and Prevention","New Jersey Department of Health & Senior Services"
"CY244417.1","B/Yamagata","United States Air Force, USAFSAM/PHE",NA
"MH216607.1","B/Yamagata","BC Centre for Disease Control, Clinical Trials Unit",NA
"EPI_ISL_262773","B/Yamagata","Centers for Disease Control and Prevention","Kentucky Division of Laboratory Services"
"CY244414.1","B/Yamagata","United States Air Force, USAFSAM/PHE",NA
"EPI_ISL_257978","B/Yamagata","Centers for Disease Control and Prevention","San Antonio Metropolitan Health"
"EPI_ISL_259375","B/Yamagata","Centers for Disease Control and Prevention","Illinois Department of Public Health-Carbondale"
"EPI_ISL_262838","B/Yamagata","Centers for Disease Control and Prevention","New Jersey Department of Health & Senior Services"
"EPI_ISL_259385","B/Yamagata","Centers for Disease Control and Prevention","Arkansas Department of Health"
"OQ844320.1","B/Yamagata","CEIRR Influenza Data Processing and Communication Center (iDPCC), iDPCC",NA
"EPI_ISL_287044","B/Yamagata","Crick Worldwide Influenza Centre","Central Public Health Laboratory, Ministry of Health"
"EPI_ISL_258936","B/Yamagata","Robert Koch Institute Nationales Referenzzentrum für Influenza",NA
"EPI_ISL_270602","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_266998","B/Yamagata","Crick Worldwide Influenza Centre","Laboratory for Virology, National Institute of Public Health"
"EPI_ISL_273895","B/Yamagata","Crick Worldwide Influenza Centre","University of Vienna"
"EPI_ISL_258937","B/Yamagata","Robert Koch Institute Nationales Referenzzentrum für Influenza",NA
"EPI_ISL_277074","B/Yamagata","Crick Worldwide Influenza Centre","UCD National Virus Reference Laboratory"
"EPI_ISL_268528","B/Yamagata","National Institute of Infectious Diseases (NIID)","Mie Prefecture Health and Environment Research Institute"
"EPI_ISL_268534","B/Yamagata","National Institute of Infectious Diseases (NIID)","Yamagata Prefectural Institute of Public Health"
"EPI_ISL_268545","B/Yamagata","National Institute of Infectious Diseases (NIID)","Miyagi Prefectural Institute of Public Health and Environment"
"EPI_ISL_266733","B/Yamagata","Centers for Disease Control and Prevention","Baylor Scott and White Health"
"OQ844365.1","B/Yamagata","CEIRR Influenza Data Processing and Communication Center (iDPCC), iDPCC",NA
"EPI_ISL_259399","B/Yamagata","Centers for Disease Control and Prevention","Minnesota Department of Health"
"EPI_ISL_260510","B/Yamagata","Centers for Disease Control and Prevention","Wisconsin State Laboratory of Hygiene"
"EPI_ISL_262817","B/Yamagata","Centers for Disease Control and Prevention","Virginia Division of Consolidated Laboratories"
"EPI_ISL_262785","B/Yamagata","Centers for Disease Control and Prevention","Michigan Department of Community Health"
"EPI_ISL_264409","B/Yamagata","Centers for Disease Control and Prevention","Vermont Department of Health Laboratory"
"EPI_ISL_282644","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Papua New Guinea Institute of Medical Research"
"EPI_ISL_276506","B/Yamagata","Centers for Disease Control and Prevention","National Influenza Center"
"EPI_ISL_275431","B/Yamagata","Evandro Chagas Institute","Evandro Chagas Institute"
"EPI_ISL_268481","B/Yamagata","Centers for Disease Control and Prevention","Instituto Nacional de Salud de Columbia"
"EPI_ISL_266642","B/Yamagata","Centers for Disease Control and Prevention","Instituto de Salud Publica de Chile"
"EPI_ISL_272622","B/Yamagata","Centers for Disease Control and Prevention","INSPI"
"EPI_ISL_269679","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_270046","B/Yamagata","Centers for Disease Control and Prevention","Research Institute for Tropical Medicine, Virology Department"
"EPI_ISL_266984","B/Yamagata","Crick Worldwide Influenza Centre","State Agency, Infectology Center of Latvia"
"EPI_ISL_258939","B/Yamagata","Robert Koch Institute Nationales Referenzzentrum für Influenza",NA
"EPI_ISL_269726","B/Yamagata","Crick Worldwide Influenza Centre","WHO National Influenza Centre"
"EPI_ISL_263033","B/Yamagata","Public Health Agency of Sweden",NA
"EPI_ISL_269725","B/Yamagata","Crick Worldwide Influenza Centre","WHO National Influenza Centre"
"EPI_ISL_258943","B/Yamagata","Robert Koch Institute Nationales Referenzzentrum für Influenza",NA
"EPI_ISL_287051","B/Yamagata","Crick Worldwide Influenza Centre","Swiss National Reference Centre for Influenza"
"MG787943.1","B/Yamagata","Korea National Institute of Health, Korea CDC, Division of Viral Diseases",NA
"EPI_ISL_270284","B/Yamagata","National Institute of Infectious Diseases (NIID)","Research Institute for Environmental Sciences and Public Health of Iwate Prefecture"
"EPI_ISL_268530","B/Yamagata","National Institute of Infectious Diseases (NIID)","Oita Prefectural Institute of Health and Environment"
"EPI_ISL_270271","B/Yamagata","National Institute of Infectious Diseases (NIID)","Kanagawa Prefectural Institute of Public Health"
"EPI_ISL_266861","B/Yamagata","Centers for Disease Control and Prevention","State of Hawaii Department of Health"
"EPI_ISL_264399","B/Yamagata","Centers for Disease Control and Prevention","New Hampshire Public Health Laboratories"
"OQ844401.1","B/Yamagata","CEIRR Influenza Data Processing and Communication Center (iDPCC), iDPCC",NA
"CY263021.1","B/Yamagata","on behalf of JCVI/Wadsworth Center, New York State Department of Health/NCBI, National Center for Biotechnology Information, NIH",NA
"MH216558.1","B/Yamagata","BC Centre for Disease Control, Clinical Trials Unit",NA
"EPI_ISL_266869","B/Yamagata","Centers for Disease Control and Prevention","Washington State Public Health Laboratory"
"EPI_ISL_264390","B/Yamagata","Centers for Disease Control and Prevention","Delaware Public Health Lab"
"EPI_ISL_275323","B/Yamagata","Evandro Chagas Institute","Evandro Chagas Institute"
"EPI_ISL_275404","B/Yamagata","Evandro Chagas Institute","Evandro Chagas Institute"
"EPI_ISL_276511","B/Yamagata","Centers for Disease Control and Prevention","National Influenza Center"
"EPI_ISL_275396","B/Yamagata","Evandro Chagas Institute","Evandro Chagas Institute"
"EPI_ISL_276447","B/Yamagata","Centers for Disease Control and Prevention","Instituto Nacional de Enfermedades Infecciosas"
"EPI_ISL_275406","B/Yamagata","Evandro Chagas Institute","Evandro Chagas Institute"
"EPI_ISL_270669","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_270665","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_270671","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_270667","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_269682","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_269681","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_263024","B/Yamagata","Public Health Agency of Sweden",NA
"EPI_ISL_264014","B/Yamagata","Finnish Institute for Health and Welfare, THL","Finnish Institute for Health and Welfare, THL"
"EPI_ISL_263027","B/Yamagata","Public Health Agency of Sweden",NA
"EPI_ISL_263023","B/Yamagata","Public Health Agency of Sweden",NA
"EPI_ISL_266999","B/Yamagata","Crick Worldwide Influenza Centre","Laboratory for Virology, National Institute of Public Health"
"EPI_ISL_263025","B/Yamagata","Public Health Agency of Sweden",NA
"EPI_ISL_290992","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_270272","B/Yamagata","National Institute of Infectious Diseases (NIID)","Nagano Environmental Conservation Research Institute"
"EPI_ISL_270276","B/Yamagata","National Institute of Infectious Diseases (NIID)","Yamagata Prefectural Institute of Public Health"
"EPI_ISL_18999062","B/Yamagata","University of Michigan","University of Michigan Clinical Microbiology Laboratory"
"EPI_ISL_18999064","B/Yamagata","University of Michigan","University of Michigan Clinical Microbiology Laboratory"
"MH216625.1","B/Yamagata","BC Centre for Disease Control, Clinical Trials Unit",NA
"EPI_ISL_264111","B/Yamagata","Centers for Disease Control and Prevention","Iowa State Hygienic Laboratory"
"EPI_ISL_260493","B/Yamagata","Centers for Disease Control and Prevention","Indiana State Department of Health Laboratories"
